\AidData TUFF Project ID;Recommended For Aggregates;Umbrella;Financier Country;Recipient;Recipient Region;Commitment Year;Title;Status;Intent;Flow Type;Concessional;Flow Class;Sector Code;Sector Name;Funding Agencies;Funding Agencies Type;Amount (Original Currency);Original Currency;Amount (Constant USD2017);Amount (Nominal)
66745;Yes;No;China (People's Republic of);Belarus;Europe;2017;China Eximbank provides $78.96 million preferential buyer’s credit for Modern Pneumatic and Hydraulic Cylinders Project (Linked to Project ID#66745);Pipeline: Commitment;Mixed;Export Buyer's Credit;Yes;OOF-like;320;INDUSTRY, MINING, CONSTRUCTION;Export-Import Bank of China;State-owned Policy Bank;78960000;USD;78960000;78960000
66880;Yes;No;China (People's Republic of);Belarus;Europe;2017;China donates audio-technical equipment for middle school to Belarus;Completion;Representational;Grant;Yes;OOF-like;110;EDUCATION;Unspecified Chinese Government Institution;Government Agency;;;;
66901;Yes;No;China (People's Republic of);Belarus;Europe;2017;Hanban funds establishment of Confucius Institute at Francisk Skorina Gomel State University;Completion;Representational;Grant;Yes;OOF-like;110;EDUCATION;Hanban (Confucius Institute Headquarters);Government Agency;;;;
66934;Yes;No;China (People's Republic of);Belarus;Europe;2017;China Development Bank provides $100 million loan to Belarusbank to support its day-to-day operations (Linked to Project ID#66783);Pipeline: Commitment;Commercial;Loan;Vague;OOF-like;240;BANKING AND FINANCIAL SERVICES;China Development Bank (CDB);State-owned Policy Bank;100000000;USD;100000000;100000000
85144;Yes;No;China (People's Republic of);Belarus;Europe;2017;Chinese Government provides RMB 168.95 million grant — via ETCA — for China-Belarus Cooperation Center for Science and Technology Achievement Construction Project;Completion;Development;Grant;Yes;ODA-like;320;INDUSTRY, MINING, CONSTRUCTION;China Ministry of Commerce;Government Agency;168950000;CNY;25002047.99;25002047.99
85181;Yes;No;China (People's Republic of);Belarus;Europe;2017;Chinese Government provides RMB 2.29 million grant — via ETCA — for feasibility study of National Football Stadium and World-Class Swimming Pool Project;Completion;Development;Grant;Yes;ODA-like;160;OTHER SOCIAL INFRASTRUCTURE AND SERVICES;China Ministry of Commerce;Government Agency;2290000;CNY;338885.4093;338885.4093
85182;Yes;No;China (People's Republic of);Belarus;Europe;2017;Chinese Government provides grant — via ETCA — for provision of two MRI scanners;Pipeline: Commitment;Development;Grant;Yes;ODA-like;120;HEALTH;China Ministry of Commerce;Government Agency;;;;
59279;Yes;No;China (People's Republic of);Benin;Africa;2017;China Eximbank provides RMB 605.744.400 government concessional loan for Water Supply Project of Three Cities;Implementation;Development;Loan;Yes;ODA-like;140;WATER SUPPLY AND SANITATION;Export-Import Bank of China;State-owned Policy Bank;605744400;CNY;89641021.35;89641021.35
59438;Yes;No;China (People's Republic of);Benin;Africa;2017;Chinese Government dispatches 22nd medical team to Lokossa, Natitingou, and Cotonou;Completion;Development;Free-standing technical assistance;Yes;ODA-like;120;HEALTH;Unspecified Chinese Government Institution;Government Agency;;;;
59738;Yes;No;China (People's Republic of);Benin;Africa;2017;Chinese Government provides RMB 73 million grant for Cotonou Congress Center Rehabilitation Project (linked to #72541, #72542);Completion;Development;Grant;Yes;ODA-like;150;GOVERNMENT AND CIVIL SOCIETY;China Ministry of Commerce;Government Agency;73000000;CNY;10802897.33;10802897.33
59754;Yes;No;China (People's Republic of);Benin;Africa;2017;Chinese Government provides RMB 1 million grant for MAEIA Canteen Building Construction Project (linked to #59746);Completion;Development;Grant;Yes;ODA-like;150;GOVERNMENT AND CIVIL SOCIETY;Unspecified Chinese Government Institution;Government Agency;1000000;CNY;147984.8949;147984.8949
69142;Yes;No;China (People's Republic of);Benin;Africa;2017;Chinese Embassy donates supplies to China-Benin Friendship School in Abomey City (linked to #59681);Completion;Development;Grant;Yes;ODA-like;110;EDUCATION;Chinese Embassy;Government Agency;;;;
72606;Yes;No;China (People's Republic of);Benin;Africa;2017;Chinese Ministry of Commerce funds 10-day Agricultural Training in Benin ;Completion;Development;Free-standing technical assistance;Yes;ODA-like;310;AGRICULTURE, FORESTRY, FISHING;China Ministry of Commerce;Government Agency;;;;
54613;Yes;No;China (People's Republic of);Bolivia;America;2017;Chinese Government provides RMB 73 million grant for customs inspection system in 2017 (linked to #71432);Completion;Development;Grant;Yes;ODA-like;150;GOVERNMENT AND CIVIL SOCIETY;China Ministry of Commerce;Government Agency;73000000;CNY;10802897.33;10802897.33
54984;Yes;No;China (People's Republic of);Bolivia;America;2017;Chinese Government donates 570 video cameras to Bolivian Police Force (Linked to Project ID#54576);Implementation;Development;Grant;Yes;ODA-like;150;GOVERNMENT AND CIVIL SOCIETY;Unspecified Chinese Government Institution;Government Agency;4200000;USD;4200000;4200000
55410;Yes;No;China (People's Republic of);Bolivia;America;2017;China Eximbank provides $396.1 million preferential buyer’s credit for El Mutún Steel Complex Project;Implementation;Mixed;Export Buyer's Credit;Yes;OOF-like;320;INDUSTRY, MINING, CONSTRUCTION;Export-Import Bank of China;State-owned Policy Bank;396134000;USD;396134000;396134000
64915;Yes;No;China (People's Republic of);Bolivia;America;2017;Chinese Government provides RMB 50 million grant -- via ECTA -- for provision of grain silos;Completion;Development;Grant;Yes;ODA-like;310;AGRICULTURE, FORESTRY, FISHING;China Ministry of Commerce;Government Agency;50000000;CNY;7399244.744;7399244.744
42227;Yes;No;China (People's Republic of);Bosnia and Herzegovina;Europe;2017;China Eximbank provides EUR 613.99 million buyer's credit loan for 450MW Tuzla Thermal Power Plant Unit 7 Project (Linked to Project ID#42328);Implementation;Mixed;Export Buyer's Credit;Yes;OOF-like;230;ENERGY;Export-Import Bank of China;State-owned Policy Bank;613990000;EUR;692398602.5;692398602.5
66076;Yes;No;China (People's Republic of);Bosnia and Herzegovina;Europe;2017;Chinese Government provides RMB 38 million grant for provision of customs inspection equipment to Border Police (Linked to Project ID#66092, #73250);Completion;Development;Grant;Yes;ODA-like;150;GOVERNMENT AND CIVIL SOCIETY;China Ministry of Commerce;Government Agency;38000000;CNY;5623426.005;5623426.005
73250;Yes;No;China (People's Republic of);Bosnia and Herzegovina;Europe;2017;China provides training programs for the new equipment they donated to the Border Police of Bosnia and Herzegovina (Linked to project #66076, #66092);Completion;Development;Free-standing technical assistance;Yes;ODA-like;150;GOVERNMENT AND CIVIL SOCIETY;Unspecified Chinese Government Institution;Government Agency;;;;
73259;Yes;No;China (People's Republic of);Bosnia and Herzegovina;Europe;2017;Chinese Embassy Provides Free Clinic for the Elderly in Sarajevo 2017 (Linked to project ID#73258, #73260) ;Completion;Development;Free-standing technical assistance;Yes;ODA-like;120;HEALTH;Chinese Embassy;Government Agency;;;;
58033;Yes;No;China (People's Republic of);Botswana;Africa;2017;Chinese Government dispatches the 15th medical team to Nyangabgwe Referral Hospital and Princess Marina Hospital in Botswana;Implementation;Development;Free-standing technical assistance;Yes;ODA-like;120;HEALTH;Unspecified Chinese Government Institution;Government Agency;;;;
58777;Yes;No;China (People's Republic of);Botswana;Africa;2017;Chinese Government provides USD 1 million grant to support disaster relief efforts following cyclone Dineo;Completion;Development;Grant;Yes;ODA-like;720;EMERGENCY RESPONSE;Unspecified Chinese Government Institution;Government Agency;1000000;USD;1000000;1000000
58780;Yes;No;China (People's Republic of);Botswana;Africa;2017;Chinese Government provides 300 food baskets and 200 blankets worth P160.000 to assist flood victims;Completion;Development;Grant;Yes;ODA-like;720;EMERGENCY RESPONSE;Chinese Embassy;Government Agency;160000;BWP;15481.88296;15481.88296
59384;Yes;No;China (People's Republic of);Brazil;America;2017;CDB provides second, $5 billion loan tranche to Petrobras to help it meet its repayment obligations (Linked to Project ID#53067 and ID#53068);Completion;Mixed;Loan;Vague;OOF-like;230;ENERGY;China Development Bank (CDB);State-owned Policy Bank;5000000000;USD;5000000000;5000000000
59388;Yes;No;China (People's Republic of);Brazil;America;2017;ICBC Refinances $166.67 Million of Petrobras Debt (liked to #59389);Pipeline: Commitment;Commercial;Loan;Vague;OOF-like;600;ACTION RELATING TO DEBT;Industrial and Commercial Bank of China (ICBC);State-owned Commercial Bank;166670000;USD;166670000;166670000
59389;Yes;No;China (People's Republic of);Brazil;America;2017;China Construction Bank Refinances $166.67 Million of Petrobras Debt (Linked to #59388);Pipeline: Commitment;Mixed;Loan;Vague;OOF-like;600;ACTION RELATING TO DEBT;China Construction Bank Corporation (CCB);State-owned Commercial Bank;166670000;USD;166670000;166670000
59815;Yes;No;China (People's Republic of);Brazil;America;2017;China Exim Bank loans $300 million to Banco do Brasil for Trade Financing;Pipeline: Commitment;Mixed;Loan;Vague;OOF-like;330;TRADE POLICIES AND REGULATIONS;Export-Import Bank of China;State-owned Policy Bank;300000000;USD;300000000;300000000
60432;Yes;No;China (People's Republic of);Brazil;America;2017;China Development Bank loans $20.000.000 to XCMG Brasil;Implementation;Mixed;Loan;Vague;OOF-like;320;INDUSTRY, MINING, CONSTRUCTION;China Development Bank (CDB);State-owned Policy Bank;20000000;USD;20000000;20000000
60466;Yes;No;China (People's Republic of);Brazil;America;2017;CDB Loans $13.000.000 to XCMG Brazil in December 2017;Implementation;Mixed;Loan;Vague;OOF-like;320;INDUSTRY, MINING, CONSTRUCTION;China Development Bank (CDB);State-owned Policy Bank;13000000;USD;13000000;13000000
60910;Yes;No;China (People's Republic of);Brazil;America;2017;CDB Loans $5.000.000 to XCMG Brazil in December 2017 ;Implementation;Mixed;Loan;Vague;OOF-like;320;INDUSTRY, MINING, CONSTRUCTION;China Development Bank (CDB);State-owned Policy Bank;5000000;USD;5000000;5000000
61398;Yes;No;China (People's Republic of);Brazil;America;2017;China Machinery Industry loaned 234.900 USD to Cecrisa Ceramicos in September 2017;Implementation;Commercial;Supplier's Credit/Export Seller's Credit;Vague;OOF-like;320;INDUSTRY, MINING, CONSTRUCTION;China Machinery Engineering Corporation (CMEC) ;State-owned Company;234900;USD;234900;234900
61573;Yes;No;China (People's Republic of);Brazil;America;2017;Chinese Embassy donates teaching equipment to a primary school in Brasilia;Completion;Development;Grant;Yes;ODA-like;110;EDUCATION;Chinese Embassy;Government Agency;;;;
64587;Yes;No;China (People's Republic of);Brazil;America;2017;Bank of China loan to Enel Green Power Brasil Participações Ltda. (“EGPB”) for the 254 MW Ituverava Solar Plant Project;Pipeline: Commitment;Development;Loan;Vague;Vague (Official Finance);230;ENERGY;Bank of China (BOC);State-owned Commercial Bank;;;;
49378;Yes;No;China (People's Republic of);Brunei Darussalam;Asia;2017;CSCEC Donates Playground to Temburong District, Brunei.;Completion;Development;Grant;Yes;OOF-like;160;OTHER SOCIAL INFRASTRUCTURE AND SERVICES;China State Construction Engineering Corporation (CSCEC);State-owned Company;;;;
49547;Yes;No;China (People's Republic of);Brunei Darussalam;Asia;2017;Chinese Government Funds Fourteen Scholarships for Bruneian Students for 2017-2018;Pipeline: Commitment;Development;Scholarships/training in the donor country;Yes;OOF-like;110;EDUCATION;China Scholarship Council;Government Agency;;;;
49552;Yes;No;China (People's Republic of);Brunei Darussalam;Asia;2017;China Provides Training on Rice Production in Brunei.;Completion;Development;Free-standing technical assistance;Yes;OOF-like;310;AGRICULTURE, FORESTRY, FISHING;China Ministry of Commerce;Government Agency;;;;
62760;Yes;No;China (People's Republic of);Brunei Darussalam;Asia;2017;China Development Bank contributes $570 million to $1.75 billion syndicated loan for Phase 1 of Hengyi Pulau Muara Besar (PMB) Oil Refinery and Petrochemical Complex Construction Project (Linked to Project ID#34668, #71636, #71637, #71638, #71639, #49198);Completion;Mixed;Loan;Vague;OOF-like;230;ENERGY;China Development Bank (CDB);State-owned Policy Bank;570000000;USD;570000000;570000000
68330;Yes;No;China (People's Republic of);Brunei Darussalam;Asia;2017;China State Construction Engineering Corporation donated $8000 to Chung Hwa Middle School in Brunei;Completion;Development;Grant;Yes;OOF-like;110;EDUCATION;China State Construction Engineering Corporation (CSCEC);State-owned Company;8000;USD;8000;8000
71636;Yes;No;China (People's Republic of);Brunei Darussalam;Asia;2017;China Eximbank contributes to $1.75 billion syndicated loan for Phase 1 of Hengyi Pulau Muara Besar (PMB) Oil Refinery and Petrochemical Complex Construction Project (Linked to Project ID#34668, #62760, #71637, #71638, #71639, #49198);Completion;Mixed;Loan;Vague;OOF-like;230;ENERGY;Export-Import Bank of China;State-owned Policy Bank;295000000;USD;295000000;295000000
71637;Yes;No;China (People's Republic of);Brunei Darussalam;Asia;2017;Bank of China contributes to $1.75 billion syndicated loan for Phase 1 of Hengyi Pulau Muara Besar (PMB) Oil Refinery and Petrochemical Complex Construction Project (Linked to Project ID#34668, #62760, #71636, #71638, #71639, #49198);Completion;Mixed;Loan;Vague;OOF-like;230;ENERGY;Bank of China (BOC);State-owned Commercial Bank;295000000;USD;295000000;295000000
71638;Yes;No;China (People's Republic of);Brunei Darussalam;Asia;2017;ICBC contributes to $1.75 billion syndicated loan for Phase 1 of Hengyi Pulau Muara Besar (PMB) Oil Refinery and Petrochemical Complex Construction Project (Linked to Project ID#34668, #62760, #71636, #71637, #71639, #49198);Completion;Commercial;Loan;Vague;OOF-like;230;ENERGY;Industrial and Commercial Bank of China (ICBC);State-owned Commercial Bank;295000000;USD;295000000;295000000
71639;Yes;No;China (People's Republic of);Brunei Darussalam;Asia;2017;China Merchants Bank contributes to $1.75 billion syndicated loan for Phase 1 of Hengyi Pulau Muara Besar (PMB) Oil Refinery and Petrochemical Complex Construction Project (Linked to Project ID#34668, #62760, #71636, #71638, #71637, #49198);Completion;Mixed;Loan;Vague;OOF-like;230;ENERGY;China Merchants Bank Co., Ltd.;State-owned Commercial Bank;295000000;USD;295000000;295000000
